time, command_mode, command_frame, command_roll, command_pitch, relative_roll, relative_pitch, relative_yaw, absolute_roll, absolute_pitch, absolute_yaw
0.0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.010369111085310578, 0, 1, 38.0, 0.0, 0.0, 0.0, -2.874675146813388e-06, 0.0, -0.0, 21.249706268310547
0.02054163406137377, 0, 1, 38.0, 0.0, 0.0, 0.0, -2.874675146813388e-06, 0.0, -0.0, 21.249706268310547
0.030604438041336834, 0, 1, 38.0, 0.0, 0.0, 0.0, -2.874675146813388e-06, 0.0, -0.0, 21.249706268310547
0.040486088022589684, 0, 1, 38.0, 0.0, 0.0, 0.0, -2.874675146813388e-06, 0.0, -0.0, 21.249706268310547
0.050323031027801335, 0, 1, 38.0, 0.0, 0.0, 0.0, -2.874675146813388e-06, 0.0, -0.0, 21.249706268310547
0.060453425045125186, 0, 1, 38.0, 0.0, 0.0, 0.0, -2.874675146813388e-06, 0.0, -0.0, 21.249706268310547
0.07044437399599701, 0, 1, 38.0, 0.0, 0.0, 0.0, -2.874675146813388e-06, 0.0, -0.0, 21.249706268310547
0.08028683008160442, 0, 1, 38.0, 0.0, 0.0, 0.0, -2.874675146813388e-06, 0.0, -0.0, 21.249706268310547
0.09034727606922388, 0, 1, 38.0, 0.0, 0.0, 0.0, -2.874675146813388e-06, 0.0, -0.0, 21.249706268310547
0.10031700402032584, 0, 1, 38.0, 0.0, 0.0, 0.0, -2.874675146813388e-06, 0.0, -0.0, 21.249706268310547
0.11029972299002111, 0, 1, 38.0, 0.0, 0.01083513256162405, -1.9362215823715e-12, -5.214481006987626e-06, 0.01083513256162405, -3.0559440394872794e-11, 21.24535369873047
0.12035162199754268, 0, 1, 38.0, 0.0, 0.01083513256162405, -1.9362215823715e-12, -5.214481006987626e-06, 0.01083513256162405, -3.0559440394872794e-11, 21.24535369873047
0.1303415410220623, 0, 1, 38.0, 0.0, 0.01083513256162405, -1.9362215823715e-12, -5.214481006987626e-06, 0.01083513256162405, -3.0559440394872794e-11, 21.24535369873047
0.14037881209515035, 0, 1, 38.0, 0.0, 0.01083513256162405, -1.9362215823715e-12, -5.214481006987626e-06, 0.01083513256162405, -3.0559440394872794e-11, 21.24535369873047
0.15027618210297078, 0, 1, 38.0, 0.0, 0.01083513256162405, -1.9362215823715e-12, -5.214481006987626e-06, 0.01083513256162405, -3.0559440394872794e-11, 21.24535369873047
0.1602194510633126, 0, 1, 38.0, 0.0, 0.01083513256162405, -1.9362215823715e-12, -5.214481006987626e-06, 0.01083513256162405, -3.0559440394872794e-11, 21.24535369873047
0.17019125807564706, 0, 1, 38.0, 0.0, 0.01083513256162405, -1.9362215823715e-12, -5.214481006987626e-06, 0.01083513256162405, -3.0559440394872794e-11, 21.24535369873047
0.18018852407112718, 0, 1, 38.0, 0.0, 0.01083513256162405, -1.9362215823715e-12, -5.214481006987626e-06, 0.01083513256162405, -3.0559440394872794e-11, 21.24535369873047
0.19031828409060836, 0, 1, 38.0, 0.0, 0.01083513256162405, -1.9362215823715e-12, -5.214481006987626e-06, 0.01083513256162405, -3.0559440394872794e-11, 21.24535369873047
0.20017369405832142, 0, 1, 38.0, 0.0, 0.01083513256162405, -1.9362215823715e-12, -5.214481006987626e-06, 0.01083513256162405, -3.0559440394872794e-11, 21.24535369873047
0.21029179310426116, 0, 1, 38.0, 0.0, 0.01083513256162405, -1.9362215823715e-12, -5.214481006987626e-06, 0.01083513256162405, -3.0559440394872794e-11, 21.24535369873047
0.22033039201050997, 0, 1, 38.0, 0.0, 0.01083513256162405, -1.9362215823715e-12, -5.214481006987626e-06, 0.01083513256162405, -3.0559440394872794e-11, 21.24535369873047
0.23029506800230592, 0, 1, 38.0, 0.0, 0.01083513256162405, -1.9362215823715e-12, -5.214481006987626e-06, 0.01083513256162405, -3.0559440394872794e-11, 21.24535369873047
0.2403176190564409, 0, 1, 38.0, 0.0, 0.01083513256162405, -1.9362215823715e-12, -5.214481006987626e-06, 0.01083513256162405, -3.0559440394872794e-11, 21.24535369873047
0.2503131420817226, 0, 1, 38.0, 0.0, 0.01083513256162405, -1.9362215823715e-12, -5.214481006987626e-06, 0.01083513256162405, -3.0559440394872794e-11, 21.24535369873047
0.2602794620906934, 0, 1, 38.0, 0.0, 0.01083513256162405, -1.9362215823715e-12, -5.214481006987626e-06, 0.01083513256162405, -3.0559440394872794e-11, 21.24535369873047
0.27043739205691963, 0, 1, 38.0, 0.0, 0.01083513256162405, -1.9362215823715e-12, -5.214481006987626e-06, 0.01083513256162405, -3.0559440394872794e-11, 21.24535369873047
0.2804004610516131, 0, 1, 38.0, 0.0, 0.01083513256162405, -1.9362215823715e-12, -5.214481006987626e-06, 0.01083513256162405, -3.0559440394872794e-11, 21.24535369873047
0.29027328803204, 0, 1, 38.0, 0.0, 0.01083513256162405, -1.9362215823715e-12, -5.214481006987626e-06, 0.01083513256162405, -3.0559440394872794e-11, 21.24535369873047
0.30037889105733484, 0, 1, 38.0, 0.0, 0.01083513256162405, -1.9362215823715e-12, -5.214481006987626e-06, 0.01083513256162405, -3.0559440394872794e-11, 21.24535369873047
0.3101623550755903, 0, 1, 38.0, 0.0, 1.171461820602417, -3.000508175254879e-11, 6.926185596967116e-05, 1.1714619398117065, -4.5185979402617704e-09, 21.208026885986328
0.32024235208518803, 0, 1, 38.0, 0.0, 1.171461820602417, -3.000508175254879e-11, 6.926185596967116e-05, 1.1714619398117065, -4.5185979402617704e-09, 21.208026885986328
