time, reference_yaw, command_yaw, quaternion_x, quaternion_y, quaternion_z, quaternion_w, yaw, yaw_slow
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
0.010959662962704897, 200.0, 200.0, 0.005126953125, -0.00286865234375, -0.181640625, 0.98333740234375, -20.93204723599802, -21.054597701508737
0.020266926963813603, 200.0, 200.0, 0.005126953125, -0.00286865234375, -0.181640625, 0.98333740234375, -20.93204723599802, -21.054597701508737
0.03062475100159645, 200.0, 200.0, 0.005126953125, -0.00286865234375, -0.181640625, 0.98333740234375, -20.93204723599802, -20.91412461594367
0.04043860093224794, 200.0, 200.0, 0.00384521484375, -0.00213623046875, -0.181396484375, 0.98333740234375, -20.901878582065343, -20.91412461594367
0.05020756390877068, 200.0, 200.0, 0.00384521484375, -0.00213623046875, -0.181396484375, 0.98333740234375, -20.901878582065343, -20.91412461594367
0.06016293296124786, 200.0, 200.0, 0.0028076171875, -0.00146484375, -0.18145751953125, 0.98333740234375, -20.908671130005402, -20.91412461594367
0.07022019196301699, 200.0, 200.0, 0.0028076171875, -0.00146484375, -0.18145751953125, 0.98333740234375, -20.908671130005402, -20.91412461594367
0.08019870799034834, 200.0, 200.0, 0.0028076171875, -0.00146484375, -0.18145751953125, 0.98333740234375, -20.908671130005402, -20.91412461594367
0.09047237993218005, 200.0, 200.0, 0.0028076171875, -0.00146484375, -0.18145751953125, 0.98333740234375, -20.908671130005402, -20.91412461594367
0.1001837159274146, 200.0, 200.0, 0.0028076171875, -0.00146484375, -0.18145751953125, 0.98333740234375, -20.908671130005402, -20.91412461594367
0.11024539393838495, 200.0, 200.0, 0.00201416015625, -0.00067138671875, -0.18145751953125, 0.98333740234375, -20.90830631581014, -20.91412461594367
0.12040310795418918, 200.0, 200.0, 0.00201416015625, -0.00067138671875, -0.18145751953125, 0.98333740234375, -20.90830631581014, -20.91412461594367
0.13063208491075784, 200.0, 200.0, 0.0015869140625, -0.0003662109375, -0.1815185546875, 0.98333740234375, -20.915541562811512, -20.91412461594367
0.14072744094301015, 200.0, 200.0, 0.0015869140625, -0.0003662109375, -0.1815185546875, 0.98333740234375, -20.915541562811512, -20.91412461594367
0.15039071696810424, 200.0, 200.0, 0.0015869140625, -0.0003662109375, -0.1815185546875, 0.98333740234375, -20.915541562811512, -20.91412461594367
0.16063335095532238, 200.0, 200.0, 0.0015869140625, -0.0003662109375, -0.1815185546875, 0.98333740234375, -20.915541562811512, -20.91412461594367
0.17020153591874987, 200.0, 200.0, 0.0008544921875, -0.00030517578125, -0.1815185546875, 0.98333740234375, -20.915505593024037, -20.91412461594367
0.1811138599878177, 200.0, 200.0, 0.0008544921875, -0.00030517578125, -0.1815185546875, 0.98333740234375, -20.915505593024037, -20.91412461594367
0.19033106393180788, 200.0, 200.0, 0.0008544921875, -0.00030517578125, -0.1815185546875, 0.98333740234375, -20.915505593024037, -20.91412461594367
0.20018677995540202, 200.0, 200.0, 0.0008544921875, -0.00030517578125, -0.1815185546875, 0.98333740234375, -20.915505593024037, -20.91412461594367
0.2101806899299845, 200.0, 200.0, -0.0001220703125, 0.0001220703125, -0.1795654296875, 0.98370361328125, -20.68808232570116, -20.91412461594367
0.22026561689563096, 200.0, 200.0, -0.0001220703125, 0.0001220703125, -0.1795654296875, 0.98370361328125, -20.68808232570116, -20.91412461594367
0.23021640093065798, 200.0, 200.0, -0.00067138671875, 0.0006103515625, -0.1759033203125, 0.984375, -20.261905359566942, -19.070321879687896
0.24020853894762695, 200.0, 200.0, -0.00067138671875, 0.0006103515625, -0.1759033203125, 0.984375, -20.261905359566942, -19.070321879687896
0.25018891890067607, 200.0, 200.0, -0.00067138671875, 0.0006103515625, -0.1759033203125, 0.984375, -20.261905359566942, -19.070321879687896
0.260367986978963, 200.0, 200.0, -0.00115966796875, 0.00146484375, -0.16754150390625, 0.98583984375, -19.28962377457134, -19.070321879687896
0.27037744992412627, 200.0, 200.0, -0.00115966796875, 0.00146484375, -0.16754150390625, 0.98583984375, -19.28962377457134, -19.070321879687896
0.2802819350035861, 200.0, 200.0, -0.00115966796875, 0.00146484375, -0.16754150390625, 0.98583984375, -19.28962377457134, -19.070321879687896
0.290161044918932, 200.0, 200.0, -0.00115966796875, 0.00146484375, -0.16754150390625, 0.98583984375, -19.28962377457134, -19.070321879687896
0.3004432088928297, 200.0, 200.0, -0.0020751953125, 0.00225830078125, -0.14886474609375, 0.98883056640625, -17.122530450330313, -19.070321879687896
0.3101493089925498, 200.0, 200.0, -0.0020751953125, 0.00225830078125, -0.14886474609375, 0.98883056640625, -17.122530450330313, -19.070321879687896
0.3201850549085066, 200.0, 200.0, -0.0020751953125, 0.00225830078125, -0.14886474609375, 0.98883056640625, -17.122530450330313, -19.070321879687896
0.3305419199168682, 200.0, 200.0, -0.0028076171875, 0.0023193359375, -0.13299560546875, 0.9910888671875, -15.285937000152396, -19.070321879687896
0.340222128899768, 200.0, 200.0, -0.0028076171875, 0.0023193359375, -0.13299560546875, 0.9910888671875, -15.285937000152396, -19.070321879687896
0.35016544989775866, 200.0, 200.0, -0.0028076171875, 0.0023193359375, -0.13299560546875, 0.9910888671875, -15.285937000152396, -19.070321879687896
0.3603162319632247, 200.0, 200.0, -0.0028076171875, 0.0023193359375, -0.13299560546875, 0.9910888671875, -15.285937000152396, -19.070321879687896
0.3707664859248325, 200.0, 200.0, -0.00372314453125, 0.0020751953125, -0.1097412109375, 0.993896484375, -12.600985290479075, -19.070321879687896
