time, reference_roll, reference_pitch, reference_yaw, reference_vertical, command_roll, command_pitch, command_yaw, command_vertical, quaternion_x, quaternion_y, quaternion_z, quaternion_w, roll, pitch, yaw, roll_slow, pitch_slow, yaw_slow, speed_x, speed_y, speed_z, altitude, altitude_above_to, translation_x, translation_y, translation_z, rotation_x, rotation_y, rotation_z, rotation_w
1677060886.263672, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002563, 0.002319, -0.922546, 0.385742, -0.131881, 0.373524, -134.614074, -0.200157, 0.480164, -134.650213, 0.005524, -0.000037, -0.000000, 1.107773, 1.097621, -291.444672, -754.097046, 1172.999756, -0.028992, -0.010488, 0.065859, 0.997352
1677060886.265023, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002563, 0.002319, -0.922546, 0.385742, -0.131881, 0.373524, -134.614074, -0.200157, 0.480164, -134.650213, 0.005524, -0.000037, -0.000000, 1.107773, 1.097621, -291.444672, -754.097046, 1172.999756, -0.028992, -0.010488, 0.065859, 0.997352
1677060886.265691, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002563, 0.002319, -0.922546, 0.385742, -0.131881, 0.373524, -134.614074, -0.200157, 0.480164, -134.650213, 0.005524, -0.000037, -0.000000, 1.107773, 1.097621, -291.444672, -754.097046, 1172.999756, -0.028992, -0.010488, 0.065859, 0.997352
1677060886.266710, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002563, 0.002319, -0.922546, 0.385742, -0.131881, 0.373524, -134.614074, -0.200157, 0.480164, -134.650213, 0.005524, -0.000037, -0.000000, 1.107773, 1.097621, -291.444672, -754.097046, 1172.999756, -0.028992, -0.010488, 0.065859, 0.997352
1677060886.267926, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002563, 0.002319, -0.922546, 0.385742, -0.131881, 0.373524, -134.614074, -0.200157, 0.480164, -134.650213, 0.005524, -0.000037, -0.000000, 1.107773, 1.097621, -291.731842, -753.967957, 1173.133423, -0.028653, -0.009076, 0.064878, 0.997440
1677060886.268666, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002563, 0.002319, -0.922546, 0.385742, -0.131881, 0.373524, -134.614074, -0.200157, 0.480164, -134.650213, 0.005524, -0.000037, -0.000000, 1.107773, 1.097621, -291.731842, -753.967957, 1173.133423, -0.028653, -0.009076, 0.064878, 0.997440
1677060886.269667, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002563, 0.002319, -0.922546, 0.385742, -0.131881, 0.373524, -134.614074, -0.200157, 0.480164, -134.650213, 0.005524, -0.000037, -0.000000, 1.107773, 1.097621, -291.731842, -753.967957, 1173.133423, -0.028653, -0.009076, 0.064878, 0.997440
1677060886.270654, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002563, 0.002319, -0.922546, 0.385742, -0.131881, 0.373524, -134.614074, -0.200157, 0.480164, -134.650213, 0.005524, -0.000037, -0.000000, 1.107773, 1.097621, -291.731842, -753.967957, 1173.133423, -0.028653, -0.009076, 0.064878, 0.997440
1677060886.271678, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002563, 0.002319, -0.922546, 0.385742, -0.131881, 0.373524, -134.614074, -0.200157, 0.480164, -134.650213, 0.005524, -0.000037, -0.000000, 1.107773, 1.097621, -291.731842, -753.967957, 1173.133423, -0.028653, -0.009076, 0.064878, 0.997440
1677060886.272770, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002563, 0.002319, -0.922546, 0.385742, -0.131881, 0.373524, -134.614074, -0.200157, 0.480164, -134.650213, 0.005524, -0.000037, -0.000000, 1.107773, 1.097621, -291.731842, -753.967957, 1173.133423, -0.028653, -0.009076, 0.064878, 0.997440
1677060886.273797, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002563, 0.002319, -0.922546, 0.385742, -0.131881, 0.373524, -134.614074, -0.200157, 0.480164, -134.650213, 0.005524, -0.000037, -0.000000, 1.107773, 1.097621, -291.731842, -753.967957, 1173.133423, -0.028653, -0.009076, 0.064878, 0.997440
1677060886.274813, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002563, 0.002319, -0.922546, 0.385742, -0.131881, 0.373524, -134.614074, -0.200157, 0.480164, -134.650213, 0.005524, -0.000037, -0.000000, 1.107773, 1.097621, -291.731842, -753.967957, 1173.133423, -0.028653, -0.009076, 0.064878, 0.997440
1677060886.275774, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002563, 0.002319, -0.922546, 0.385742, -0.131881, 0.373524, -134.614074, -0.200157, 0.480164, -134.650213, 0.005524, -0.000037, -0.000000, 1.107773, 1.097621, -291.731842, -753.967957, 1173.133423, -0.028653, -0.009076, 0.064878, 0.997440
1677060886.276771, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002563, 0.002319, -0.922546, 0.385742, -0.131881, 0.373524, -134.614074, -0.200157, 0.480164, -134.650213, 0.005524, -0.000037, -0.000000, 1.107773, 1.097621, -291.731842, -753.967957, 1173.133423, -0.028653, -0.009076, 0.064878, 0.997440
1677060886.277708, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002563, 0.002319, -0.922546, 0.385742, -0.131881, 0.373524, -134.614074, -0.200157, 0.480164, -134.650213, 0.005524, -0.000037, -0.000000, 1.107773, 1.097621, -291.731842, -753.967957, 1173.133423, -0.028653, -0.009076, 0.064878, 0.997440
1677060886.278661, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002563, 0.002319, -0.922546, 0.385742, -0.131881, 0.373524, -134.614074, -0.200157, 0.480164, -134.650213, 0.005524, -0.000037, -0.000000, 1.107773, 1.097621, -291.731842, -753.967957, 1173.133423, -0.028653, -0.009076, 0.064878, 0.997440
1677060886.279708, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002563, 0.002319, -0.922546, 0.385742, -0.131881, 0.373524, -134.614074, -0.200157, 0.480164, -134.650213, 0.005524, -0.000037, -0.000000, 1.107773, 1.097621, -291.731842, -753.967957, 1173.133423, -0.028653, -0.009076, 0.064878, 0.997440
1677060886.280668, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002563, 0.002319, -0.922546, 0.385742, -0.131881, 0.373524, -134.614074, -0.200157, 0.480164, -134.650213, 0.005524, -0.000037, -0.000000, 1.107773, 1.097621, -291.731842, -753.967957, 1173.133423, -0.028653, -0.009076, 0.064878, 0.997440
1677060886.281700, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002563, 0.002319, -0.922546, 0.385742, -0.131881, 0.373524, -134.614074, -0.200157, 0.480164, -134.650213, 0.005524, -0.000037, -0.000000, 1.107773, 1.097621, -291.731842, -753.967957, 1173.133423, -0.028653, -0.009076, 0.064878, 0.997440
1677060886.282660, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002563, 0.002319, -0.922546, 0.385742, -0.131881, 0.373524, -134.614074, -0.200157, 0.480164, -134.650213, 0.005524, -0.000037, -0.000000, 1.107773, 1.097621, -291.731842, -753.967957, 1173.133423, -0.028653, -0.009076, 0.064878, 0.997440
1677060886.283788, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002563, 0.002319, -0.922546, 0.385742, -0.131881, 0.373524, -134.614074, -0.200157, 0.480164, -134.650213, 0.005524, -0.000037, -0.000000, 1.107773, 1.097621, -291.731842, -753.967957, 1173.133423, -0.028653, -0.009076, 0.064878, 0.997440
1677060886.284652, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002563, 0.002319, -0.922546, 0.385742, -0.131881, 0.373524, -134.614074, -0.200157, 0.480164, -134.650213, 0.005524, -0.000037, -0.000000, 1.107773, 1.097621, -291.731842, -753.967957, 1173.133423, -0.028653, -0.009076, 0.064878, 0.997440
1677060886.285953, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.200157, 0.480164, -134.650213, 0.005524, -0.000036, -0.000000, 1.107742, 1.097621, -291.731842, -753.967957, 1173.133423, -0.028653, -0.009076, 0.064878, 0.997440
1677060886.286848, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.200157, 0.480164, -134.650213, 0.005524, -0.000036, -0.000000, 1.107742, 1.097621, -291.731842, -753.967957, 1173.133423, -0.028653, -0.009076, 0.064878, 0.997440
1677060886.287672, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.200157, 0.480164, -134.650213, 0.005524, -0.000036, -0.000000, 1.107742, 1.097621, -291.355225, -753.868286, 1173.007568, -0.028440, -0.011699, 0.063191, 0.997528
1677060886.288620, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.200157, 0.480164, -134.650213, 0.005524, -0.000036, -0.000000, 1.107742, 1.097621, -291.355225, -753.868286, 1173.007568, -0.028440, -0.011699, 0.063191, 0.997528
1677060886.289716, 0.000000, 0.000000, 0.000000, 0.000000, -0.000389, -0.050269, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.200157, 0.480164, -134.650213, 0.005524, -0.000036, -0.000000, 1.107742, 1.097732, -291.355225, -753.868286, 1173.007568, -0.028440, -0.011699, 0.063191, 0.997528
1677060886.290784, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.200157, 0.480164, -134.650213, 0.005524, -0.000036, -0.000000, 1.107742, 1.097732, -291.355225, -753.868286, 1173.007568, -0.028440, -0.011699, 0.063191, 0.997528
1677060886.291722, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.200157, 0.480164, -134.650213, 0.005524, -0.000036, -0.000000, 1.107742, 1.097732, -291.355225, -753.868286, 1173.007568, -0.028440, -0.011699, 0.063191, 0.997528
1677060886.292652, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.082693, 0.263187, -134.661250, 0.005524, -0.000036, -0.000000, 1.107742, 1.097732, -291.355225, -753.868286, 1173.007568, -0.028440, -0.011699, 0.063191, 0.997528
1677060886.293697, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.082693, 0.263187, -134.661250, 0.005524, -0.000036, -0.000000, 1.107742, 1.097732, -291.355225, -753.868286, 1173.007568, -0.028440, -0.011699, 0.063191, 0.997528
1677060886.294670, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.082693, 0.263187, -134.661250, 0.005524, -0.000036, -0.000000, 1.107742, 1.097732, -291.355225, -753.868286, 1173.007568, -0.028440, -0.011699, 0.063191, 0.997528
1677060886.295725, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.082693, 0.263187, -134.661250, 0.005524, -0.000036, -0.000000, 1.107742, 1.097732, -291.355225, -753.868286, 1173.007568, -0.028440, -0.011699, 0.063191, 0.997528
1677060886.296687, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.082693, 0.263187, -134.661250, 0.005524, -0.000036, -0.000000, 1.107742, 1.097732, -291.355225, -753.868286, 1173.007568, -0.028440, -0.011699, 0.063191, 0.997528
1677060886.297692, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.082693, 0.263187, -134.661250, 0.005524, -0.000036, -0.000000, 1.107742, 1.097732, -291.355225, -753.868286, 1173.007568, -0.028440, -0.011699, 0.063191, 0.997528
1677060886.298670, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.082693, 0.263187, -134.661250, 0.005524, -0.000036, -0.000000, 1.107742, 1.097732, -291.355225, -753.868286, 1173.007568, -0.028440, -0.011699, 0.063191, 0.997528
1677060886.299655, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.082693, 0.263187, -134.661250, 0.005524, -0.000036, -0.000000, 1.107742, 1.097732, -291.355225, -753.868286, 1173.007568, -0.028440, -0.011699, 0.063191, 0.997528
1677060886.300822, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.082693, 0.263187, -134.661250, 0.005524, -0.000036, -0.000000, 1.107742, 1.097732, -291.355225, -753.868286, 1173.007568, -0.028440, -0.011699, 0.063191, 0.997528
1677060886.301712, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.082693, 0.263187, -134.661250, 0.005524, -0.000036, -0.000000, 1.107742, 1.097732, -291.355225, -753.868286, 1173.007568, -0.028440, -0.011699, 0.063191, 0.997528
1677060886.302705, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.082693, 0.263187, -134.661250, 0.005524, -0.000036, -0.000000, 1.107742, 1.097732, -291.355225, -753.868286, 1173.007568, -0.028440, -0.011699, 0.063191, 0.997528
1677060886.303764, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.082693, 0.263187, -134.661250, 0.005524, -0.000036, -0.000000, 1.107742, 1.097732, -291.355225, -753.868286, 1173.007568, -0.028440, -0.011699, 0.063191, 0.997528
1677060886.304695, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.082693, 0.263187, -134.661250, 0.005524, -0.000036, -0.000000, 1.107742, 1.097732, -291.355225, -753.868286, 1173.007568, -0.028440, -0.011699, 0.063191, 0.997528
1677060886.305658, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.082693, 0.263187, -134.661250, 0.005524, -0.000036, -0.000000, 1.107742, 1.097732, -291.355225, -753.868286, 1173.007568, -0.028440, -0.011699, 0.063191, 0.997528
1677060886.306656, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.082693, 0.263187, -134.661250, 0.005524, -0.000036, -0.000000, 1.107742, 1.097732, -291.355225, -753.868286, 1173.007568, -0.028440, -0.011699, 0.063191, 0.997528
1677060886.307698, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.082693, 0.263187, -134.661250, 0.005524, -0.000036, -0.000000, 1.107742, 1.097732, -291.412079, -754.077698, 1173.273193, -0.026206, -0.009428, 0.064985, 0.997498
1677060886.308749, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.082693, 0.263187, -134.661250, 0.005524, -0.000036, -0.000000, 1.107742, 1.097732, -291.412079, -754.077698, 1173.273193, -0.026206, -0.009428, 0.064985, 0.997498
1677060886.309977, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.082693, 0.263187, -134.661250, 0.005524, -0.000036, -0.000000, 1.107742, 1.097732, -291.412079, -754.077698, 1173.273193, -0.026206, -0.009428, 0.064985, 0.997498
1677060886.310983, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.082693, 0.263187, -134.661250, 0.005524, -0.000036, -0.000000, 1.107742, 1.097732, -291.412079, -754.077698, 1173.273193, -0.026206, -0.009428, 0.064985, 0.997498
1677060886.311908, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.082693, 0.263187, -134.661250, 0.005524, -0.000036, -0.000000, 1.107742, 1.097732, -291.412079, -754.077698, 1173.273193, -0.026206, -0.009428, 0.064985, 0.997498
1677060886.312881, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.082693, 0.263187, -134.661250, 0.005524, -0.000036, -0.000000, 1.107742, 1.097732, -291.412079, -754.077698, 1173.273193, -0.026206, -0.009428, 0.064985, 0.997498
1677060886.313972, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002258, 0.002075, -0.922607, 0.385620, -0.119606, 0.330457, -134.630244, -0.082693, 0.263187, -134.661250, 0.005524, -0.000036, -0.000000, 1.107742, 1.097732, -291.412079, -754.077698, 1173.273193, -0.026206, -0.009428, 0.064985, 0.997498
1677060886.314830, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002014, 0.001892, -0.922668, 0.385498, -0.111077, 0.296541, -134.646473, -0.082693, 0.263187, -134.661250, 0.008269, -0.002813, -0.000000, 1.107422, 1.097732, -291.412079, -754.077698, 1173.273193, -0.026206, -0.009428, 0.064985, 0.997498
1677060886.315999, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002014, 0.001892, -0.922668, 0.385498, -0.111077, 0.296541, -134.646473, -0.082693, 0.263187, -134.661250, 0.008269, -0.002813, -0.000000, 1.107422, 1.097732, -291.412079, -754.077698, 1173.273193, -0.026206, -0.009428, 0.064985, 0.997498
1677060886.316913, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002014, 0.001892, -0.922668, 0.385498, -0.111077, 0.296541, -134.646473, -0.082693, 0.263187, -134.661250, 0.008269, -0.002813, -0.000000, 1.107422, 1.097732, -291.412079, -754.077698, 1173.273193, -0.026206, -0.009428, 0.064985, 0.997498
1677060886.318134, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002014, 0.001892, -0.922668, 0.385498, -0.111077, 0.296541, -134.646473, -0.082693, 0.263187, -134.661250, 0.008269, -0.002813, -0.000000, 1.107422, 1.097732, -291.412079, -754.077698, 1173.273193, -0.026206, -0.009428, 0.064985, 0.997498
1677060886.318700, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002014, 0.001892, -0.922668, 0.385498, -0.111077, 0.296541, -134.646473, -0.082693, 0.263187, -134.661250, 0.008269, -0.002813, -0.000000, 1.107422, 1.097732, -291.412079, -754.077698, 1173.273193, -0.026206, -0.009428, 0.064985, 0.997498
1677060886.319649, 0.000000, 0.000000, 0.000000, 0.000000, -0.000343, -0.050270, 0.000000, 0.000000, 0.002014, 0.001892, -0.922668, 0.385498, -0.111077, 0.296541, -134.646473, -0.082693, 0.263187, -134.661250, 0.008269, -0.002813, -0.000000, 1.107422, 1.097732, -291.412079, -754.077698, 1173.273193, -0.026206, -0.009428, 0.064985, 0.997498
1677060886.320715, 0.000000, 0.000000, 0.000000, 0.000000, -0.066817, -0.115982, 0.000000, 0.000000, 0.002014, 0.001892, -0.922668, 0.385498, -0.111077, 0.296541, -134.646473, -0.082693, 0.263187, -134.661250, 0.008269, -0.002813, -0.000000, 1.107422, 1.097732, -291.412079, -754.077698, 1173.273193, -0.026206, -0.009428, 0.064985, 0.997498
1677060886.321870, 0.000000, 0.000000, 0.000000, 0.000000, -0.066817, -0.115982, 0.000000, 0.000000, 0.002014, 0.001892, -0.922668, 0.385498, -0.111077, 0.296541, -134.646473, -0.082693, 0.263187, -134.661250, 0.008269, -0.002813, -0.000000, 1.107422, 1.097732, -291.412079, -754.077698, 1173.273193, -0.026206, -0.009428, 0.064985, 0.997498
1677060886.322908, 0.000000, 0.000000, 0.000000, 0.000000, -0.066817, -0.115982, 0.000000, 0.000000, 0.002014, 0.001892, -0.922668, 0.385498, -0.111077, 0.296541, -134.646473, -0.082693, 0.263187, -134.661250, 0.008269, -0.002813, -0.000000, 1.107422, 1.097732, -291.412079, -754.077698, 1173.273193, -0.026206, -0.009428, 0.064985, 0.997498
1677060886.323682, 0.000000, 0.000000, 0.000000, 0.000000, -0.066817, -0.115982, 0.000000, 0.000000, 0.002014, 0.001892, -0.922668, 0.385498, -0.111077, 0.296541, -134.646473, -0.082693, 0.263187, -134.661250, 0.008269, -0.002813, -0.000000, 1.107422, 1.097732, -291.412079, -754.077698, 1173.273193, -0.026206, -0.009428, 0.064985, 0.997498
