time, reference_vz, command_gaz, speed_z, altitude, altitude_above_to
0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.010480116005055606, 0.36000001430511475, 0.0, -0.0, 1.0623016357421875, 1.0547235012054443
0.02045315899886191, 0.36000001430511475, 0.36000001430511475, -0.0, 1.0623016357421875, 1.0547235012054443
0.030563979991711676, 0.36000001430511475, 0.36000001430511475, -0.0, 1.0623016357421875, 1.0547235012054443
0.040284740971401334, 0.36000001430511475, 0.36000001430511475, -0.0, 1.0623016357421875, 1.0547235012054443
0.05080775893293321, 0.36000001430511475, 0.36000001430511475, -0.0, 1.06146240234375, 1.0547235012054443
0.060415255022235215, 0.36000001430511475, 0.36000001430511475, -0.0, 1.06146240234375, 1.0547235012054443
0.07026830897666514, 0.36000001430511475, 0.36000001430511475, -0.0, 1.06146240234375, 1.0547235012054443
0.08046429394744337, 0.36000001430511475, 0.36000001430511475, -0.0, 1.0618743896484375, 1.0547235012054443
0.09028392098844051, 0.36000001430511475, 0.36000001430511475, -0.0, 1.0618743896484375, 1.0547235012054443
0.10020929994061589, 0.36000001430511475, 0.36000001430511475, -0.0, 1.0629425048828125, 1.0547235012054443
0.11036917893216014, 0.36000001430511475, 0.36000001430511475, -0.0, 1.0629425048828125, 1.0547235012054443
0.1203686170047149, 0.36000001430511475, 0.36000001430511475, -0.0, 1.0629425048828125, 1.0547235012054443
0.13028420601040125, 0.36000001430511475, 0.36000001430511475, -0.0, 1.063629150390625, 1.0547235012054443
0.14020425092894584, 0.36000001430511475, 0.36000001430511475, -0.0, 1.063629150390625, 1.0547235012054443
0.1502552869496867, 0.36000001430511475, 0.36000001430511475, -0.0, 1.063629150390625, 1.0547235012054443
0.16050255892332643, 0.36000001430511475, 0.36000001430511475, -0.0, 1.063629150390625, 1.0547235012054443
0.1703420749399811, 0.36000001430511475, 0.36000001430511475, -0.0, 1.063629150390625, 1.0547235012054443
0.1802827239735052, 0.36000001430511475, 0.36000001430511475, 0.0234375, 1.0657501220703125, 1.0547235012054443
0.19047480600420386, 0.36000001430511475, 0.36000001430511475, 0.0234375, 1.0657501220703125, 1.0623246431350708
0.2003189759561792, 0.36000001430511475, 0.36000001430511475, 0.1015625, 1.0675201416015625, 1.0623246431350708
0.2105703839333728, 0.36000001430511475, 0.36000001430511475, 0.1015625, 1.0675201416015625, 1.0623246431350708
0.2202674689469859, 0.36000001430511475, 0.36000001430511475, 0.1015625, 1.0675201416015625, 1.0623246431350708
0.23034251399803907, 0.36000001430511475, 0.36000001430511475, 0.1015625, 1.0675201416015625, 1.0623246431350708
0.24038421793375164, 0.36000001430511475, 0.36000001430511475, 0.21484375, 1.072784423828125, 1.0623246431350708
0.25020471797324717, 0.36000001430511475, 0.36000001430511475, 0.21484375, 1.072784423828125, 1.0623246431350708
0.2607212789589539, 0.36000001430511475, 0.36000001430511475, 0.21484375, 1.072784423828125, 1.0623246431350708
0.27021136693656445, 0.36000001430511475, 0.36000001430511475, 0.21484375, 1.072784423828125, 1.0623246431350708
0.28046143299434334, 0.36000001430511475, 0.36000001430511475, 0.27734375, 1.0803070068359375, 1.0623246431350708
0.29026544000953436, 0.36000001430511475, 0.36000001430511475, 0.27734375, 1.0803070068359375, 1.0623246431350708
0.3002294299658388, 0.36000001430511475, 0.36000001430511475, 0.27734375, 1.0803070068359375, 1.0623246431350708
0.31039852497633547, 0.36000001430511475, 0.36000001430511475, 0.30078125, 1.087799072265625, 1.0623246431350708
0.32014566799625754, 0.36000001430511475, 0.36000001430511475, 0.30078125, 1.087799072265625, 1.0623246431350708
0.3306019540177658, 0.36000001430511475, 0.36000001430511475, 0.30078125, 1.087799072265625, 1.0623246431350708
0.3420646790182218, 0.36000001430511475, 0.36000001430511475, 0.31640625, 1.099639892578125, 1.0623246431350708
0.3504833020269871, 0.36000001430511475, 0.36000001430511475, 0.31640625, 1.099639892578125, 1.0623246431350708
0.3601803849451244, 0.36000001430511475, 0.36000001430511475, 0.31640625, 1.099639892578125, 1.0623246431350708
0.3704714470077306, 0.36000001430511475, 0.36000001430511475, 0.32421875, 1.10943603515625, 1.0623246431350708
0.38045352895278484, 0.36000001430511475, 0.36000001430511475, 0.32421875, 1.10943603515625, 1.1220884323120117
0.3902314039878547, 0.36000001430511475, 0.36000001430511475, 0.32421875, 1.10943603515625, 1.1220884323120117
0.4002231019549072, 0.36000001430511475, 0.36000001430511475, 0.33203125, 1.1174163818359375, 1.1220884323120117
0.4103555449983105, 0.36000001430511475, 0.36000001430511475, 0.33203125, 1.1174163818359375, 1.1220884323120117
0.4202217139536515, 0.36000001430511475, 0.36000001430511475, 0.33203125, 1.1174163818359375, 1.1220884323120117
0.4301908649504185, 0.36000001430511475, 0.36000001430511475, 0.33203125, 1.1174163818359375, 1.1220884323120117
0.44047598901670426, 0.36000001430511475, 0.36000001430511475, 0.3359375, 1.13092041015625, 1.1220884323120117
0.45049169892445207, 0.36000001430511475, 0.36000001430511475, 0.3359375, 1.13092041015625, 1.1220884323120117
0.46032524295151234, 0.36000001430511475, 0.36000001430511475, 0.3359375, 1.13092041015625, 1.1220884323120117
0.47092015796806663, 0.36000001430511475, 0.36000001430511475, 0.3359375, 1.1387481689453125, 1.1220884323120117
0.48029744799714535, 0.36000001430511475, 0.36000001430511475, 0.3359375, 1.1387481689453125, 1.1220884323120117
0.49016729393042624, 0.36000001430511475, 0.36000001430511475, 0.3359375, 1.1387481689453125, 1.1220884323120117
0.5003850880311802, 0.36000001430511475, 0.36000001430511475, 0.33984375, 1.14874267578125, 1.1220884323120117
0.5104203289374709, 0.36000001430511475, 0.36000001430511475, 0.33984375, 1.14874267578125, 1.1220884323120117
0.5205150130204856, 0.36000001430511475, 0.36000001430511475, 0.33984375, 1.14874267578125, 1.1220884323120117
0.530307714943774, 0.36000001430511475, 0.36000001430511475, 0.33984375, 1.14874267578125, 1.1220884323120117
0.541207920992747, 0.36000001430511475, 0.36000001430511475, 0.34375, 1.160003662109375, 1.1220884323120117
0.5504180379211903, 0.36000001430511475, 0.36000001430511475, 0.34375, 1.160003662109375, 1.1220884323120117
0.5601806259946898, 0.36000001430511475, 0.36000001430511475, 0.34375, 1.160003662109375, 1.1220884323120117
