time, reference_pitch, command_pitch, quaternion_x, quaternion_y, quaternion_z, quaternion_w, pitch, pitch_slow, speed_x
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
0.010248961974866688, 3.6, 3.5999999046325684, 0.005126953125, -0.02447509765625, 0.1365966796875, 0.99029541015625, -2.858859145901658, -2.8630944910984004, 0.0
0.020181950996629894, 3.6, 3.5999999046325684, 0.005126953125, -0.02447509765625, 0.1365966796875, 0.99029541015625, -2.858859145901658, -2.860382265667671, 0.0
0.030420126975513995, 3.6, 3.5999999046325684, 0.005126953125, -0.02447509765625, 0.1365966796875, 0.99029541015625, -2.858859145901658, -2.860382265667671, 0.0
0.04016918200068176, 3.6, 3.5999999046325684, 0.005126953125, -0.02447509765625, 0.1365966796875, 0.99029541015625, -2.858859145901658, -2.860382265667671, 0.0
0.050289017031900585, 3.6, 3.5999999046325684, 0.005126953125, -0.02447509765625, 0.1365966796875, 0.99029541015625, -2.858859145901658, -2.860382265667671, 0.0
0.06045005505438894, 3.6, 3.5999999046325684, 0.005126953125, -0.02447509765625, 0.1365966796875, 0.99029541015625, -2.858859145901658, -2.860382265667671, 0.0
0.07025039999280125, 3.6, 3.5999999046325684, 0.005126953125, -0.02447509765625, 0.1365966796875, 0.99029541015625, -2.858859145901658, -2.860382265667671, 0.0
0.08036383101716638, 3.6, 3.5999999046325684, 0.00518798828125, -0.02447509765625, 0.13653564453125, 0.99029541015625, -2.858859145901658, -2.860382265667671, 0.0
0.09017606999259442, 3.6, 3.5999999046325684, 0.00518798828125, -0.02447509765625, 0.13653564453125, 0.99029541015625, -2.8597793788970165, -2.860382265667671, 0.0
0.10060955607332289, 3.6, 3.5999999046325684, 0.00518798828125, -0.02447509765625, 0.13653564453125, 0.99029541015625, -2.8597793788970165, -2.860382265667671, 0.0
0.1102166649652645, 3.6, 3.5999999046325684, 0.00518798828125, -0.02447509765625, 0.13653564453125, 0.99029541015625, -2.8597793788970165, -2.860382265667671, 0.0
0.12028012506198138, 3.6, 3.5999999046325684, 0.00518798828125, -0.0245361328125, 0.13653564453125, 0.99029541015625, -2.866714275094457, -2.860382265667671, 0.0
0.13036831899080426, 3.6, 3.5999999046325684, 0.00518798828125, -0.0245361328125, 0.13653564453125, 0.99029541015625, -2.866714275094457, -2.860382265667671, 0.0
0.14025888103060424, 3.6, 3.5999999046325684, 0.00518798828125, -0.0245361328125, 0.13653564453125, 0.99029541015625, -2.866714275094457, -2.860382265667671, 0.0
0.15013784100301564, 3.6, 3.5999999046325684, 0.00518798828125, -0.0245361328125, 0.13653564453125, 0.99029541015625, -2.866714275094457, -2.860382265667671, 0.0
0.1602444719756022, 3.6, 3.5999999046325684, 0.00518798828125, -0.0245361328125, 0.13653564453125, 0.99029541015625, -2.866714275094457, -2.860382265667671, 0.0
0.170537436963059, 3.6, 3.5999999046325684, 0.00518798828125, -0.0245361328125, 0.13653564453125, 0.99029541015625, -2.866714275094457, -2.860382265667671, 0.0
0.1801989550003782, 3.6, 3.5999999046325684, 0.00518798828125, -0.0245361328125, 0.13653564453125, 0.99029541015625, -2.866714275094457, -2.860382265667671, 0.0
0.1902935360558331, 3.6, 3.5999999046325684, 0.00518798828125, -0.0245361328125, 0.13653564453125, 0.99029541015625, -2.866714275094457, -2.860382265667671, 0.0
0.20021311903838068, 3.6, 3.5999999046325684, 0.00518798828125, -0.0245361328125, 0.13653564453125, 0.99029541015625, -2.866714275094457, -2.860382265667671, 0.0
0.21033797005657107, 3.6, 3.5999999046325684, 0.00518798828125, -0.0245361328125, 0.13653564453125, 0.99029541015625, -2.866714275094457, -2.860382265667671, 0.0
0.22046717500779778, 3.6, 3.5999999046325684, 0.00518798828125, -0.0245361328125, 0.1365966796875, 0.99029541015625, -2.866750605940132, -2.8723969953045465, 0.0
0.23017988202627748, 3.6, 3.5999999046325684, 0.00518798828125, -0.0245361328125, 0.1365966796875, 0.99029541015625, -2.866750605940132, -2.8723969953045465, 0.0
0.2402170510031283, 3.6, 3.5999999046325684, 0.00518798828125, -0.0245361328125, 0.13653564453125, 0.99029541015625, -2.866750605940132, -2.8723969953045465, 0.0
0.25020018697250634, 3.6, 3.5999999046325684, 0.00518798828125, -0.0245361328125, 0.13653564453125, 0.99029541015625, -2.866714275094457, -2.8723969953045465, 0.0
0.26022166502662003, 3.6, 3.5999999046325684, 0.00518798828125, -0.0245361328125, 0.13653564453125, 0.99029541015625, -2.866714275094457, -2.8723969953045465, 0.0
0.27033434400800616, 3.6, 3.5999999046325684, 0.00518798828125, -0.0245361328125, 0.13653564453125, 0.99029541015625, -2.866714275094457, -2.8723969953045465, 0.0
0.2801962799858302, 3.6, 3.5999999046325684, 0.00518798828125, -0.0245361328125, 0.13653564453125, 0.99029541015625, -2.866714275094457, -2.8723969953045465, 0.0
0.2901280550286174, 3.6, 3.5999999046325684, 0.00518798828125, -0.02459716796875, 0.13653564453125, 0.99029541015625, -2.873649213324311, -2.8723969953045465, 0.0
0.3001511520706117, 3.6, 3.5999999046325684, 0.00518798828125, -0.02459716796875, 0.13653564453125, 0.99029541015625, -2.873649213324311, -2.8723969953045465, 0.0
0.31016319803893566, 3.6, 3.5999999046325684, 0.00518798828125, -0.02459716796875, 0.13653564453125, 0.99029541015625, -2.873649213324311, -2.8723969953045465, 0.0
0.3201495429966599, 3.6, 3.5999999046325684, 0.00518798828125, -0.02459716796875, 0.13653564453125, 0.99029541015625, -2.873649213324311, -2.8723969953045465, 0.0
